Codigo,Categoria,Bairro,Cidade,ValorVenda,ValorLocacao,AreaTotal,AreaPrivativa,Dormitorios,Suites,Vagas,BanheiroSocial,Endereco,Numero,Complemento,CEP,UF,DataCadastro,DataAtualizacao,Status,Situacao,DescricaoWeb,TituloSite,BairroComercial,CodigoImobiliaria
6219,Casa em Condomínio,Menino Deus,Porto Alegre,1780000,0,519.83,379.23,4,1,2,Sim,Silveiro,870,102,90850-000,RS,2024-07-17,2025-09-25,Venda,Usado,"Belíssima casa em condomínio com 4 dormitórios, sendo 1 suíte máster com closet e vista panorâmica, 4 banheiros, 1 lavabo, dependência de empregada completa.
Parte externa com Hall, sala, 3 ambientes com lareira a gás, cozinha com armários sob medida, copa com mesa de mármore, churrasqueira com gás, sala de descanso com telhado de vidro. Terraço com piscina, churrasqueira, cozinha com bar, lareira e banheiro.
Esquadrias em madeira de louro freijó e marcos em ipê, pisos dos quartos e degraus das escadas/corrimão em tabuão de madeira jatobá. 
Subsolo com 2 vagas, 1 dormitório, 1 dependência de empregada completa, área de serviço e lavanderia.
Orientação leste/oeste com vista para a cidade e rio Guaíba. 
Agende já a sua visita!",Casa em condomínio 4 quartos Bairro Menino Deus,Menino Deus,32622
6220,Apartamento Garden,Rio Branco,Porto Alegre,1750000,0,221.92,160.23,2,1,2,Sim,Cabral,764,201,90420-121,RS,2024-07-18,2025-11-26,Venda,Usado,"Espetacular apartamento Garden Duplex com 2 suítes, 1 delas com closet e lareira, 2 varandas em níveis diferentes, espaço para home office no piso superior, piscina, cozinha estilo americana, com lareira, churrasqueira, e parrilla distribuídos em 230 m² de área.

O imóvel possui 2 vagas de estacionamento individuais cobertas. Prédio de referencia em alto padrão e construção Starosta, oferecendo comodidades como 2 elevadores, portaria virtual, sistema de segurança, salão de festas e playground.

Localizado próximo à Av. Goethe, proporciona fácil acesso a conveniências locais como Zaffari, escolas, farmácias, restaurantes, Shopping Moinhos de Vento e Parcão.

Agende sua visita!",APTO GARDEN DUPLEX 2 SUÍTES BAIRRO RIO BRANCO!,Rio Branco,32622
6222,Apartamento,Bela Vista,Porto Alegre,2690000,0,224,164.7,3,3,3,Sim,Engenheiro Adolfo Stern,60,1001,90440-100,RS,2024-07-18,2025-11-26,Venda,Novo,"Excelente apartamento novo no bairro Bela Vista, com 164m2 de área privativa, andar alto, excelente posição solar e deslumbrante vista panorâmica através de suas amplas janelas de peitoril baixo e vidros laminados com alto desempenho térmico e acústico, onde se descortina a mais bela paisagem de Porto Alegre.
Composto por 3 suítes, planta livre com estruturas de espera elétricas, lareira, churrasqueira, lavabo. Conta também com persianas automatizadas.
Conta com 03 vagas de garagem, sendo uma delas com espera elétrica.
O empreendimento oferece uma infraestrutura completa com um pavimento inteiro dedicado ao seu lazer e bem-estar: foyer vista, academia, piscina aquecida com raia de 25m, deck com vista panorâmica, parrillero, brinquedoteca montessoriana e playground.
Não perca a oportunidade de viver em um dos melhores bairros de Porto Alegre, com todo o conforto e segurança que você e sua família merecem. Agende sua visita e encante-se com este sonho de imóvel. Entre em contato agora e venha conhecer seu novo lar!",EXCELENTE APARTAMENTO COM 3 SUÍTES NO BAIRRO BELA,Bela Vista,32622
6240,Terreno,Cascata,Porto Alegre,21000000,0,350000,0,0,0,0,Nao,dos Alpes,1310,,91720-120,RS,2024-07-29,2024-07-30,Venda,,"Linda área de terras com 350.192,32 m² e 7.890,00 m² de área construída.
Área única na Cidade, próximo Centro, local inigualável.
BENFEITORIAS EXISTENTES NO LOCAL:
Prédio 01: Com 2.110,00m²
DESCRIÇÃO: Apresenta estrutura de concreto armado, fechamento de alvenaria de tijolos, possui pisos de cerâmica, concreto simples e tacos de madeira, com forro de laje, revestimento interno de reboco e pintura, apresenta esquadrias de madeira, cobertura de telhas de fibrocimento.

Prédio 2: Com 4.150,00m²
DESCRIÇÃO: Apresenta estrutura de concreto armado, fechamento de alvenaria de tijolos maciços à vista, possui pisos de cerâmica e concreto simples, com forro de laje e PVC, revestimento interno de reboco, pintura e cerâmica, apresenta esquadrias de ferro.","Terreno dentro de Porto Alegre ,com benfeitorias",Cascata,32622
6256,Apartamento,Higienópolis,Porto Alegre,660000,0,114,73.95,2,0,2,Sim,Carlos Von Koseritz,663,202,90540-048,RS,2024-08-02,2025-06-13,Venda,Usado,"Apartamento semi mobiliado com ótima iluminação natural, living espaçoso, dois dormitórios amplos, banheiro social e lavabo. Cozinha com móveis planejados e lavanderia separada, proporcionando mais praticidade e conforto. Conta ainda com duas vagas de garagem.

Condomínio com elevador e salão de festas, ideal para momentos de convivência e lazer.

Localizado no bairro Higienópolis, próximo à Sogipa, Colégio Pastor Dohms e diversas comodidades que facilitam o dia a dia.

Agende sua visita!","LINDO APARTAMENTO 2 DORM, 2 VAGAS NO HIGIENÓPOLIS!",Higienópolis,32622
6272,Casa,Chácara das Pedras,Porto Alegre,2300000,0,500,380,4,1,3,Sim,João Wallig,2125,,91340-001,RS,2024-08-05,2025-11-26,Venda,Usado,"Reserva vende ótima casa tanto residencial quanto comercial com 380m², 04 dormitórios e 03 vagas de garagem. O terreno tem frente e fundos para 02 ruas, com entradas e saídas individuais.

O imóvel inclui uma casa/edícula de 120m², ideal tanto para uso residencial quanto comercial, oferecendo versatilidade para diferentes perfis de compradores.

*Excelente localização*, próximo ao Shopping Iguatemi, Parque Germânia, Viva Open Mall e todas as comodidades do bairro.

Agende sua visita!",Excelente casa térrea próxima ao Iguatemi.,Chácara das Pedras,32622
6274,Casa,Jardim Europa,Porto Alegre,945000,0,140,140,3,1,4,Sim,Engenheiro Ary de Abreu Lima,311,,91360-070,RS,2024-08-06,2025-09-27,Venda,Usado,"Localizada em um dos bairros planejados mais desejados de Porto Alegre, esta casa mobiliada  oferece tudo o que você precisa para viver com conforto e sofisticação. A proximidade ao Shopping Iguatemi, Viva Open Mall, Bourbon Country e diversas outras facilidades tornam esta localização ainda mais privilegiada.

A parte íntima da casa conta com três dormitórios, sendo um deles uma suíte. A sala de estar é aconchegante, a cozinha é integrada com a sala de jantar separada, e há um banheiro social para maior comodidade. O destaque fica por conta do amplo pátio, que possui uma piscina e uma área gourmet completa, perfeita para momentos de lazer e descontração.

Totalmente reformado e pronto para morar, este imóvel é ideal para quem busca qualidade de vida e bem-estar. 

Marque sua visita e venha morar neste espaço privilegiado.",CASA MOBILÍADA COM PISCINA NO JARDIM EUROPA,Jardim Europa,32622
6276,Apartamento Garden,Higienópolis,Porto Alegre,890000,0,135.8,113.06,3,1,2,Sim,Portugal,814,202,90520-310,RS,2024-08-07,2025-09-02,Venda,Usado,"Apresentamos um apartamento garden, projetado para oferecer o máximo de conforto. Com 3 dormitórios, incluindo uma suíte, banheiro social que serve aos outros dois dormitórios, e lavabo na área social. A cozinha planejada é integrada ao living e o espaço inclui uma churrasqueira. Para maior praticidade, a área de serviço é separada da cozinha.

O apartamento é beneficiado por uma excelente iluminação natural, proporcionando um ambiente acolhedor e ensolarado em todas as estações do ano.

Entre os diferenciais deste imóvel estão as duas vagas de garagem cobertas e escrituradas e o abastecimento por gás natural, que garante economia e eficiência. O condomínio, com estrutura enxuta e elevador, está localizado em uma rua tranquila, garantindo a privacidade e a segurança dos moradores.

A localização se destaca pela proximidade a importantes pontos da cidade como a Sogipa, o Zaffari Higienópolis e o Colégio Dom Bosco. Este é um imóvel que oferece uma combinação perfeita de conforto, praticidade e uma localização privilegiada.

Entre em contato para agendar sua visita e surpreenda-se com todos os detalhes que fazem deste apartamento uma escolha única.",Apartamento 3 dormitórios e 2 vagas de garagem,Higienópolis,32622
6281,Cobertura,Auxiliadora,Porto Alegre,2900000,0,417.83,303.25,3,1,2,Sim,Carlos Trein Filho,775,702,90450120,RS,2024-08-07,2025-02-11,Venda,Usado,"Cobertura semimobiliada à venda 303 m² de área privativa, 3 dormitórios sendo 1 suíte master, banheiro social, hall de entrada, living para 3 ambientes com lareira e lavabo, cozinha, área de serviço e dependência de empregada. No 2º andar, living com lareira, espaço gourmet com churrasqueira e cozinha. Terraço com área externa aconchegante e piscina. São 2 vagas de garagem e depósito.

Condomínio com portaria 24 horas, gás central e zelador.

Localizada no bairro Bela Vista.",Cobertura com 3 dormitórios e 2 vagas de garagem,Auxiliadora,32622
6290,Casa,Chácara das Pedras,Porto Alegre,3800000,0,510,510,4,3,3,Sim,Afonso Celso,62,,91340-290,RS,2024-08-13,2025-11-25,Venda,Usado,"Belíssima casa com três suítes, um dormitório adicional e um mezanino com home office, além de um living amplo, piso aquecido, duas salas e uma cozinha integrada. O espaço gourmet com piscina aquecida e pergolado proporciona momentos de lazer e confraternização, enquanto a garagem para três automóveis e a estrutura completa de segurança garantem conforto e tranquilidade.

Com dois escritórios e ambientes bem distribuídos, o imóvel também é ideal para quem busca um espaço para empreender. A disposição dos cômodos favorece tanto o atendimento de clientes quanto a realização de eventos corporativos, tornando a casa uma excelente opção para quem deseja unir trabalho e bem-estar no mesmo local.

Localizada em uma rua tranquila do bairro Boa Vista, a casa está próxima ao Shopping Iguatemi e às melhores escolas da cidade, garantindo conveniência e acessibilidade. Com excelente orientação solar, segurança reforçada e estrutura impecável, este imóvel é uma oportunidade única.

Agende sua visita!",CASA DE 4 DORMITÓRIOS NO BAIRRO BELA VISTA,Chácara das Pedras,32622
6292,Cobertura,Mont Serrat,Porto Alegre,1399000,0,383.77,245.42,4,3,2,Sim,Doutor Freire Alemão,751,502,90450-060,RS,2024-08-13,2025-11-18,Venda,Usado,"Cobertura de 3 dormitórios e 2 vagas no bairro Mont'Serrat.

Acolhedora cobertura de 3 dormitórios, sendo 1 suite e 2 vagas de garagem no bairro Mont""Serrat. No primeiro piso, temos living com 2 ambientes, cozinha com móveis fixos, área de serviço com banheiro. Ampla suíte com sol leste.
Na parte superior temos um living com lareira, sacada e outro living com churrasqueira e piscina, além da possibiliadde de outro dormitório.
Prédio com salão de festas e piscina.","Cobertura de 3 dormitórios no bairro Mont""Serrat",Mont Serrat,32622
6293,Apartamento,Bela Vista,Porto Alegre,4300000,0,368.83,263.93,4,4,4,Nao,Engenheiro Teixeira Soares,81,1301,90440-140,RS,2024-08-13,2025-11-25,Venda,Usado,"Apresentamos um luxuoso apartamento no Bairro Bela Vista, em andar alto e vista de 360º para Porto Alegre.
A entrada exclusiva pelo elevador social, garante privacidade e conforto aos moradores.
Na área social tem-se um amplo living com lareira, sacada e  uma área com churrasqueira. Na área íntima, encontram-se quatro suítes, sendo a suíte master generosamente espaçosa.
A cozinha possui móveis planejados e é extremamente iluminada e ventilada, A área de serviço tem móveis planejados e um banheiro auxiliar.
O imóvel possui quatro vagas de garagem cobertas e escrituradas.
O Condomínio oferece uma infraestrutura de lazer completa: salão de festas, academia, sauna, piscina térmica coberta, piscina para adultos e piscina para crianças. Portaria 24 horas, zeladoria e gerador para as áreas comuns.
Localizado no ponto alto do Bairro Bela Vista, este imóvel oferece fácil acesso às principais vias da cidade. 
Agende sua visita!",Apartamento com 4 suítes e 4 box de garagem,Bela Vista,32622
6297,Casa,Chácara das Pedras,Porto Alegre,1850000,0,310.04,310.04,4,3,4,Sim,Miracema,297,,91330-490,RS,2024-08-14,2025-10-30,Venda,Usado,"Casa impecável, projetada para oferecer conforto e sofisticação. Com 4 dormitórios, sendo 3 suítes com hidromassagem e sacadas, além de um sótão versátil, o imóvel conta com amplos espaços sociais, incluindo lareira, sala de jantar integrada à cozinha e área externa com piscina e churrasqueira. A garagem comporta até 5 carros.

Localizada no bairro Chácara das Pedras, em uma rua tranquila e residencial, a casa está próxima ao Shopping Iguatemi, Parque Germânia e Bourbon Country.

Agende sua visita!","Casa Impecável, 4 dorm. sendo 3 suítes, 4 vagas",Chácara das Pedras,32622
6298,Casa,Chácara das pedras,Porto Alegre,1690000,0,542,375,4,2,4,Sim,Conde da Figueira,553,,,RS,2024-08-14,2025-11-26,Venda,Novo,"Imperdível! 
Magnífica Casa de 375 m² em Localização Privilegiada!

Descubra o lar dos seus sonhos! Esta incrível residência conta com 4 dormitórios sendo 2 suítes, proporcionando conforto e privacidade para toda a família. A cozinha ampla e totalmente mobiliada é um convite para os amantes da culinária, com fogão à lenha e churrasqueira integrada ? perfeita para momentos de confraternização.

Desfrute de dois livings acolhedores que se abrem para um espaçoso pátio, onde você encontrará uma refrescante piscina rodeada por árvores frutíferas, criando um ambiente ideal para relaxar e aproveitar o melhor da natureza.

Destaques da Casa:

Dispensa mobiliada
Varanda/sala de inverno com pergolado e deck
Sala ampla dividida em 3 ambientes com lareira central
Escada de madeira vergada com corrimão tubular, que é tanto funcional quanto decorativa
Lavabo e pergolados externos cobertos
Duas claraboias que trazem luz natural aos ambientes
Dependência completa de empregada e lavanderia com dois tanques independentes
Garagem para 2 carros e espaço para mais 2 veículos
Poço de luz com instalações de gás

Segundo Piso: Encontre um verdadeiro refúgio com:

Suíte master com janela bay window e closet espaçoso
Banheiro com hidromassagem e box separados
Dois dormitórios amplos
Banheiro social com banheira de hidromassagem
Mezanino que pode ser usado como gabinete ou estar íntimo, com acesso ao sótão/estúdio
Com uma ótima orientação solar e um terreno de 542 m², o pátio de mais de 230 m² com piscina em pedras proporciona um espaço incrível para lazer e entretenimento.

 Localização Privilegiada: Próximo ao Shopping Iguatemi e Bourbon Country, com acesso fácil pelas avenidas Nilo Peçanha e Protásio Alves.

 Não perca esta oportunidade única! Entre em contato e agende sua visita!",Belíssima Casa 4 dorm no Bairro Chácara das Pedras,Chácara das pedras,32622
6302,Apartamento,Bela Vista,Porto Alegre,6900000,0,307,307,3,3,4,Sim,Engenheiro Veríssimo de Matos,310,3,90440-180,RS,2024-08-15,2025-11-25,Venda,Usado,"Reserva Imobiliária vende ESPETACULAR apartamento finamente  decorado, com assinatura de LÍdia Maciel. Sua elegância conta com móveis Gobbi, planejados todos com revestimento em laca, armários com iluminação interna e metais todos Lexxa. 
O Imóvel possui 3 suítes, 5 banheiros, despensa e dependência de empregada. Para o conforto e comodidade dos moradores os banheiros contam com piso aquecido, todo apartamento com automação residencial, elevador codificado e tratamento acústico.
Localizado em um dos bairros mais nobres de Porto Alegre, além de toda sofisticação e elegância, esse  empreendimento conta com diferenciais como gerador de energia em todos os espaços, tratamento acústico, sistema de segurança 24hrs e solarium.

Agende sua visita!",APARTAMENTO COM 3 SUÍTES E 4 VAGAS NO BELA VISTA,Bela Vista,32622
